"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-09-15 ~ 2026-09-14"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 도로명주소"
"시도 : 서울특별시"
"시군구 : 전체"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"54481","서울특별시 강서구 마곡동","784-4","0784","0004","미르웰플러스오피스텔","월세","19.4600","202602","02","500","70","11","2015","강서로 447","202603~202703","신규","-","",""
"54482","서울특별시 강서구 마곡동","776-4","0776","0004","엠코지니어스타","월세","24.8300","202602","02","1,000","80","9","2015","강서로 471","202602~202702","신규","-","",""
"54483","서울특별시 강서구 마곡동","784-9","0784","0009","마곡오드카운티2차","월세","17.3600","202602","02","1,000","57","5","2017","강서로 433","202603~202703","갱신","-","1,000","54"
"54484","서울특별시 강서구 마곡동","776-2","0776","0002","마곡센트럴대방디엠시티오피스텔","월세","24.0200","202602","02","3,400","72","4","2017","양천로 344","202603~202703","신규","-","",""
"54485","서울특별시 강서구 마곡동","760-2","0760","0002","마곡나루역캐슬파크","월세","26.2200","202602","02","1,000","95","5","2016","마곡중앙로 161-1","202602~202702","신규","-","",""
"54486","서울특별시 마포구 성산동","593-5","0593","0005","상암미르웰한올림","월세","16.3600","202602","02","1,000","70","3","2018","모래내로3길 11","202602~202702","신규","-","",""
"54487","서울특별시 마포구 성산동","593-1","0593","0001","벽산상암스마트큐브","월세","19.2000","202602","02","3,000","70","6","2017","월드컵로34길 14","202602~202702","신규","-","",""
"54488","서울특별시 마포구 성산동","593-2","0593","0002","상암 수린나 오피스텔","월세","17.5500","202602","02","12,000","23","5","2018","월드컵로34길 18","202602~202802","갱신","사용","12,000","20"
"54489","서울특별시 마포구 성산동","593-3","0593","0003","동우 자인채 스토리 상암","월세","16.3500","202602","02","1,000","80","9","2018","월드컵로34길 20","202602~202702","신규","-","",""
"54490","서울특별시 마포구 성산동","593-1","0593","0001","벽산상암스마트큐브","월세","16.6900","202602","02","1,000","68","11","2017","월드컵로34길 14","202602~202702","갱신","-","3,000","57"
"54491","서울특별시 강서구 마곡동","758-3","0758","0003","마곡헤리움2차","월세","22.5100","202602","02","3,000","67","3","2016","마곡중앙5로1길 25","202602~202702","갱신","-","3,000","65"
"54492","서울특별시 강서구 마곡동","758-3","0758","0003","마곡헤리움2차","전세","22.5100","202602","02","14,900","0","10","2016","마곡중앙5로1길 25","202603~202803","신규","-","",""
"54493","서울특별시 강서구 마곡동","758-3","0758","0003","마곡헤리움2차","월세","22.5100","202602","02","14,900","15","10","2016","마곡중앙5로1길 25","202603~202803","신규","-","",""
"54494","서울특별시 영등포구 당산동4가","37-4","0037","0004","(37-4)","월세","15.6800","202602","02","3,000","55","6","2003","국회대로29길 8","202603~202803","신규","-","",""
"54495","서울특별시 영등포구 양평동3가","56-3","0056","0003","파크뷰","전세","16.8200","202602","02","16,000","0","2","2020","선유로35길 25","202603~202803","신규","-","",""
"54496","서울특별시 영등포구 양평동3가","53","0053","0000","양평동 대우이안1","전세","94.1000","202602","02","60,000","0","11","2005","선유로33길 10","202602~202802","신규","-","",""
"54497","서울특별시 영등포구 양평동3가","34","0034","0000","양평역 대우미래사랑","월세","85.2300","202602","02","22,000","115","8","2004","선유서로 128","202603~202803","신규","-","",""
"54498","서울특별시 영등포구 당산동","121-44","0121","0044","한산 오피스텔","월세","21.7600","202602","02","5,000","36","4","2010","버드나루로 142","202602~202702","신규","-","",""
"54499","서울특별시 영등포구 당산동","121-132","0121","0132","더 실크","월세","26.2800","202602","02","1,000","81","3","2013","버드나루로15길 2","202602~202702","신규","-","",""
"54500","서울특별시 영등포구 당산동","121-75","0121","0075","소미골드라인III","전세","37.3300","202602","02","28,700","0","2","2019","버드나루로19길 8","202603~202803","신규","-","",""
"54501","서울특별시 영등포구 당산동","171-15","0171","0015","(171-15)","월세","22.7800","202602","02","1,000","63","4","2012","버드나루로23길 25","202602~202702","신규","-","",""
"54502","서울특별시 영등포구 영등포동8가","86","0086","0000","당산역 리버리치 오피스텔","월세","39.9800","202602","02","3,000","169","10","2016","영중로 169","202603~202803","신규","-","",""
"54503","서울특별시 송파구 잠실동","40","0040","0000","갤러리아팰리스","월세","38.8800","202602","02","1,000","155","15","2005","올림픽로 212","202604~202804","갱신","-","1,000","137"
"54504","서울특별시 서초구 양재동","275-4","0275","0004","트윈타워","월세","24.0700","202602","02","500","50","17","1991","마방로10길 15","202603~202803","신규","-","",""
"54505","서울특별시 서초구 양재동","275-3","0275","0003","트윈타워","월세","29.0200","202602","02","500","60","6","1991","마방로10길 25","202602~202802","신규","-","",""
"54506","서울특별시 서초구 양재동","275-4","0275","0004","트윈타워","월세","24.0700","202602","02","12,700","17","13","1991","마방로10길 15","202602~202802","신규","-","",""
"54507","서울특별시 서초구 방배동","425-1","0425","0001","세양아르비채102동","전세","46.8800","202602","02","42,000","0","3","2006","방배천로 92","202603~202803","갱신","사용","41,000","0"
"54508","서울특별시 관악구 남현동","1061-13","1061","0013","네스코 로와","전세","16.4600","202602","02","20,000","0","12","2020","남현1길 68-18","202602~202802","신규","-","",""
"54509","서울특별시 영등포구 문래동6가","29","0029","0000","신일아르디세","전세","82.9100","202602","02","42,000","0","3","2005","선유로17길 24","202603~202803","갱신","-","40,000","0"
"54510","서울특별시 서초구 서초동","1338-21","1338","0021","코리아비지니스센타","월세","32.6300","202602","02","1,000","80","14","1991","강남대로 309","202602~202702","신규","-","",""
"54511","서울특별시 서초구 서초동","1339-4","1339","0004","강남 삼부르네상스시티","월세","26.2900","202602","02","1,000","120","5","2023","효령로 429","202603~202703","신규","-","",""
"54512","서울특별시 서초구 서초동","1598-9","1598","0009","서초프라비다","월세","14.4800","202602","02","500","80","3","2014","서초중앙로 65","202602~202702","신규","-","",""
"54513","서울특별시 서초구 서초동","1337-6","1337","0006","강남 효성 해링턴 타워","월세","26.2700","202602","02","20,800","11","4","2013","강남대로51길 10","202602~202802","신규","-","",""
"54514","서울특별시 서초구 서초동","1337-6","1337","0006","강남 효성 해링턴 타워","월세","26.2700","202602","02","10,000","65","7","2013","강남대로51길 10","202603~202703","신규","-","",""
"54515","서울특별시 서초구 서초동","1589-10","1589","0010","서초 리슈빌","월세","19.6100","202602","02","4,000","55","3","2015","반포대로12길 37","202602~202702","갱신","-","3,000","55"
"54516","서울특별시 서초구 서초동","1589-10","1589","0010","서초 리슈빌","월세","19.6100","202602","02","1,000","74","5","2015","반포대로12길 37","202603~202702","신규","-","",""
"54517","서울특별시 서초구 서초동","1582-3","1582","0003","서초센트럴IPARK","월세","54.5500","202602","02","5,000","280","20","2020","반포대로18길 36","202604~202704","갱신","사용","5,000","267"
"54518","서울특별시 서초구 서초동","1582-3","1582","0003","서초센트럴IPARK","월세","50.3300","202602","02","5,000","275","29","2020","반포대로18길 36","202603~202703","신규","-","",""
"54519","서울특별시 서초구 서초동","1553-15","1553","0015","블루힐65","월세","19.5300","202602","02","20,000","8","4","2013","반포대로30길 9","202602~202802","신규","-","",""
"54520","서울특별시 서초구 서초동","1303-16","1303","0016","강남역 I'PARK","전세","29.5500","202602","02","27,900","0","9","2013","서초대로77길 62","202603~202803","신규","-","",""
"54521","서울특별시 서초구 서초동","1601-7","1601","0007","더 칸톤 서초","월세","46.9400","202602","02","2,000","265","3","2024","효령로55길 10","202603~202703","신규","-","",""
"54522","서울특별시 관악구 봉천동","875-10","0875","0010","예성 아이 라이프","월세","24.6600","202602","02","1,000","75","14","2003","남부순환로 1798","202602~202707","신규","-","",""
"54523","서울특별시 관악구 봉천동","874-22","0874","0022","미래오피스텔","월세","29.8800","202602","02","10,000","27","9","2003","봉천로 454","202603~202803","신규","-","",""
"54524","서울특별시 관악구 봉천동","861-7","0861","0007","CO-OP RESIDENCE/서울대입구","월세","17.1900","202602","02","500","55","5","2005","봉천로 472","202602~202702","신규","-","",""
"54525","서울특별시 관악구 봉천동","858-6","0858","0006","WD세븐스","월세","17.5600","202602","02","2,000","95","14","2020","관악로 186","202602~202702","신규","-","",""
"54526","서울특별시 관악구 봉천동","1597-1","1597","0001","우남네오폴리스","월세","19.8000","202602","02","5,000","36","4","2005","관악로 144","202602~202802","신규","-","",""
"54527","서울특별시 관악구 봉천동","866-6","0866","0006","덕산스테이트","전세","22.0500","202602","02","19,000","0","2","2017","관악로13길 16","202602~202802","신규","-","",""
"54528","서울특별시 관악구 봉천동","868-25","0868","0025","라온2","월세","20.8600","202602","02","5,000","68","10","2019","관악로17길 9","202603~202702","신규","-","",""
"54529","서울특별시 관악구 봉천동","881-3","0881","0003","(881-3)","월세","14.4000","202602","02","500","50","2","2003","남부순환로214길 27","202602~202702","신규","-","",""
"54530","서울특별시 관악구 봉천동","1599-3","1599","0003","수아주 서울대","월세","17.9800","202602","02","17,100","5","4","2020","남부순환로226길 28","202603~202802","갱신","-","17,700","0"
"54531","서울특별시 서초구 서초동","1337-2","1337","0002","아크로텔 강남역","월세","19.4100","202602","02","1,000","75","10","2016","효령로77길 34","202603~202703","신규","-","",""
"54532","서울특별시 서초구 서초동","1338-5","1338","0005","에피소드 서초 393","월세","36.6900","202602","02","3,000","287","14","2021","강남대로49길 10","202603~202703","신규","-","",""
"54533","서울특별시 서초구 신원동","662","0662","0000","자연누리 오피스텔","월세","21.3900","202602","02","10,000","40","3","2015"," ","202603~202803","신규","-","",""
"54534","서울특별시 서초구 신원동","611","0611","0000","서초포레지움","월세","17.9500","202602","02","13,000","10","5","2018","청계산로 201","202602~202802","갱신","-","15,000","0"
"54535","서울특별시 영등포구 양평동2가","1-3","0001","0003","힘멜하임","전세","18.8400","202602","02","11,000","0","6","2014","선유서로 59","202603~202803","신규","-","",""
"54536","서울특별시 영등포구 양평동2가","1-3","0001","0003","힘멜하임","월세","18.8400","202602","02","2,000","75","7","2014","선유서로 59","202602~202702","신규","-","",""
"54537","서울특별시 영등포구 양평동2가","1-2","0001","0002","양평동월드메르디앙오피스텔","월세","86.2100","202602","02","25,000","115","3","2005","선유서로 61","202603~202803","신규","-","",""
"54538","서울특별시 영등포구 양평동2가","42","0042","0000","비바체더리버파크","월세","26.4500","202602","02","3,000","140","16","2024","영등포로 7","202602~202802","신규","-","",""
"54539","서울특별시 영등포구 양평동2가","37-3","0037","0003","오목교투웨니퍼스트","전세","28.6300","202602","02","26,200","0","3","2017","선유서로25길 19","202602~202702","갱신","사용","25,000","0"
"54540","서울특별시 동작구 노량진동","16-1","0016","0001","노량진 드림스퀘어 복합빌딩","월세","24.1300","202602","02","2,000","82","6","2020","노들로2길 7","202602~202702","신규","-","",""
"54541","서울특별시 동작구 노량진동","57-1","0057","0001","메가스터디타워","월세","19.2800","202602","02","1,000","70","20","2015","노량진로 140","202603~202703","갱신","-","1,000","70"
"54542","서울특별시 영등포구 여의도동","525","0525","0000","브라이튼 여의도","전세","29.8700","202602","02","50,000","0","32","2023","국제금융로 39","202602~202802","신규","-","",""
"54543","서울특별시 영등포구 여의도동","525","0525","0000","브라이튼 여의도","전세","29.8700","202602","02","49,000","0","47","2023","국제금융로 39","202602~202712","신규","-","",""
"54544","서울특별시 영등포구 여의도동","55-2","0055","0002","나라키움여의도빌딩","월세","27.3500","202602","02","1,030","100","10","2018","여의대방로 376","202603~202803","갱신","사용","1,000","97"
"54545","서울특별시 영등포구 신길동","69-20","0069","0020","루나플라체","월세","18.5600","202602","02","1,000","72","2","2019","영등포로 395","202602~202712","신규","-","",""
"54546","서울특별시 영등포구 신길동","236","0236","0000","JS타워","월세","29.5000","202602","02","1,000","156","7","2024","가마산로 496","202602~202702","신규","-","",""
"54547","서울특별시 관악구 신림동","1421-5","1421","0005","(1421-5)","월세","13.8600","202602","02","1,000","60","5","1995","남부순환로185길 15","202602~202802","신규","-","",""
"54548","서울특별시 관악구 신림동","1638-1","1638","0001","삼모 더 프라임 타워","월세","30.8000","202602","02","14,500","15","20","2011","신원로 35","202603~202703","신규","-","",""
"54549","서울특별시 관악구 신림동","107-100","0107","0100","베리타스 서울","월세","17.2800","202602","02","500","55","5","2002","신림로 196","202603~202703","신규","-","",""
"54550","서울특별시 관악구 신림동","1639-37","1639","0037","K-VIEW TOWER","월세","24.0800","202602","02","1,000","110","11","2023","남부순환로 1590-21","202602~202702","신규","-","",""
"54551","서울특별시 관악구 신림동","1667-9","1667","0009","대광솔레 오피스텔","월세","22.6800","202602","02","1,000","61","2","2002","남부순환로 1353","202603~202803","신규","-","",""
"54552","서울특별시 영등포구 여의도동","17-16","0017","0016","D.S라르","월세","24.7500","202602","02","20,000","40","11","2021","국회대로62길 11","202602~202802","신규","-","",""
"54553","서울특별시 영등포구 여의도동","15-11","0015","0011","여의도 현대마에스트로 오피스텔","월세","48.8400","202602","02","3,000","250","7","2025","국회대로66길 11-4","202602~202702","신규","-","",""
"54554","서울특별시 영등포구 당산동2가","15-1","0015","0001","문래역 대우미래사랑3차","전세","86.5800","202602","02","42,000","0","6","2004","영등포로 112","202603~202803","신규","-","",""
"54555","서울특별시 영등포구 당산동2가","11-2","0011","0002","씨티타워","전세","21.1000","202602","02","10,800","0","5","2003","영등포로22길 3","202602~202702","갱신","-","10,300","0"
"54556","서울특별시 영등포구 양평동6가","2-4","0002","0004","선유도 더채움","월세","28.0400","202602","02","31,050","8","14","2022","양평로28길 5","202604~202804","신규","-","",""
"54557","서울특별시 영등포구 양평동6가","2-1","0002","0001","선유도 노블레르","전세","49.3700","202602","02","45,150","0","8","2022","양평로28가길 1","202603~202803","갱신","사용","43,000","0"
"54558","서울특별시 영등포구 양평동5가","71-2","0071","0002","브릴리언트 선유","전세","27.5300","202602","02","31,500","0","10","2020","양평로22가길 6-1","202603~202803","신규","-","",""
"54559","서울특별시 영등포구 당산동3가","80-1","0080","0001","리앤나빌리지","전세","22.8500","202602","02","11,400","0","4","2004","국회대로36길 17","202602~202802","신규","-","",""
"54560","서울특별시 영등포구 양평동4가","195-1","0195","0001","메이슨리치 선유 1동","전세","15.6600","202602","02","22,000","0","13","2023","선유로51길 34","202603~202803","신규","-","",""
"54561","서울특별시 영등포구 양평동4가","34-10","0034","0010","루체빌","전세","55.9600","202602","02","40,000","0","2","2018","선유로47길 4","202603~202803","신규","-","",""
"54562","서울특별시 영등포구 양평동4가","34-10","0034","0010","루체빌","월세","25.5600","202602","02","22,000","15","3","2018","선유로47길 4","202602~202802","신규","-","",""
"54563","서울특별시 영등포구 당산동5가","11-32","0011","0032","당산역리버뷰한강","월세","16.2400","202602","02","1,000","100","10","2021","양평로 11","202602~202702","신규","-","",""
"54564","서울특별시 영등포구 당산동5가","11-32","0011","0032","당산역리버뷰한강","월세","16.2400","202602","02","1,000","100","4","2021","양평로 11","202603~202703","신규","-","",""
"54565","서울특별시 관악구 봉천동","882-4","0882","0004","케이타워 오피스텔","월세","18.2400","202602","01","1,000","65","9","2010","청룡1길 42","202602~202702","신규","-","",""
"54566","서울특별시 관악구 봉천동","1564-3","1564","0003","신화골든타워","전세","16.6600","202602","01","15,000","0","4","2019","쑥고개로 73","202603~202803","신규","-","",""
"54567","서울특별시 관악구 봉천동","1564-3","1564","0003","신화골든타워","월세","16.6600","202602","01","15,000","10","4","2019","쑥고개로 73","202603~202803","신규","-","",""
"54568","서울특별시 관악구 봉천동","917-13","0917","0013","신안오피스텔","월세","17.6800","202602","01","1,000","47","3","2003","청룡8길 21","202602~202702","신규","-","",""
"54569","서울특별시 관악구 봉천동","881-5","0881","0005","(881-5)","전세","80.6800","202602","01","35,000","0","8","2003","쑥고개로21길 29","202602~202802","신규","-","",""
"54570","서울특별시 서초구 서초동","1339-7","1339","0007","청화오피스텔","월세","19.2700","202602","01","1,050","105","17","2022","효령로 431","202602~202701","신규","-","",""
"54571","서울특별시 서초구 서초동","1337-6","1337","0006","강남 효성 해링턴 타워","전세","24.4300","202602","01","23,000","0","14","2013","강남대로51길 10","202602~202702","갱신","-","23,000","0"
"54572","서울특별시 서초구 서초동","1589-11","1589","0011","서초팰리스","월세","19.8000","202602","01","2,000","98","8","2021","반포대로14길 40","202602~202802","신규","-","",""
"54573","서울특별시 영등포구 당산동5가","8","0008","0000","데시앙루브 오피스텔","월세","28.2400","202602","01","1,000","98","13","2014","당산로 203","202602~202702","갱신","-","1,000","93"
"54574","서울특별시 영등포구 양평동1가","118-2","0118","0002","더스톤","전세","17.8300","202602","01","19,700","0","6","2018","선유로 113","202604~202804","갱신","-","18,800","0"
"54575","서울특별시 관악구 신림동","1648-10","1648","0010","백촌오피스텔","월세","17.1000","202602","01","1,000","55","6","2004","신사로 32","202602~202802","신규","-","",""
"54576","서울특별시 관악구 봉천동","883-3","0883","0003","예림오피스텔","월세","18.8100","202602","01","2,000","55","5","2004","남부순환로216길 8","202602~202702","신규","-","",""
"54577","서울특별시 관악구 봉천동","1599-5","1599","0005","SJ프리미어오피스텔","월세","29.4600","202602","01","2,000","115","4","2021","남부순환로226길 16","202602~202702","신규","-","",""
"54578","서울특별시 관악구 봉천동","861-7","0861","0007","CO-OP RESIDENCE/서울대입구","월세","26.6700","202602","01","2,000","75","2","2005","봉천로 472","202602~202701","신규","-","",""
"54579","서울특별시 관악구 신림동","1638-1","1638","0001","삼모 더 프라임 타워","월세","30.8000","202602","01","1,000","80","12","2011","신원로 35","202602~202702","신규","-","",""
"54580","서울특별시 관악구 신림동","1637-20","1637","0020","리앤초이스","월세","35.6500","202602","01","30,000","26","6","2023","신원로 40-12","202603~202803","신규","-","",""
"54581","서울특별시 관악구 봉천동","725-4","0725","0004","하우피스오피스텔","월세","25.2000","202602","01","500","58","6","2003","보라매로 47","202602~202702","신규","-","",""
"54582","서울특별시 관악구 봉천동","62-43","0062","0043","캐슬오피스텔","월세","16.7700","202602","01","3,000","75","9","2022","행운1나길 38","202602~202707","신규","-","",""
"54583","서울특별시 관악구 신림동","1420-11","1420","0011","관동산방오피스텔","월세","15.1800","202602","01","300","42","5","2001","봉천로20길 39","202602~202702","신규","-","",""
"54584","서울특별시 관악구 신림동","1432-28","1432","0028","한신","월세","14.2000","202602","01","1,000","78","11","2017","신림동1길 18","202602~202802","신규","-","",""
"54585","서울특별시 관악구 신림동","1417-29","1417","0029","(1417-29)","월세","19.1100","202602","01","500","39","3","2001","신림로68길 29-6","202602~202802","신규","-","",""
"54586","서울특별시 영등포구 양평동5가","51","0051","0000","에듀시티에비앙","월세","28.6000","202602","01","22,000","50","3","2017","양평로 160","202602~202802","신규","-","",""
"54587","서울특별시 관악구 봉천동","1565-16","1565","0016","미륵빌딩","월세","18.0400","202602","01","15,700","12","6","2018","쑥고개로 95","202604~202804","신규","-","",""
"54588","서울특별시 관악구 봉천동","881-31","0881","0031","봉대오피스텔","월세","16.5000","202602","01","500","47","7","2002","남부순환로214길 31","202602~202702","신규","-","",""
"54589","서울특별시 관악구 신림동","1425-1","1425","0001","우정오피스텔","월세","18.0400","202602","01","15,000","10","11","2021","신림로70길 10","202603~202803","신규","-","",""
"54590","서울특별시 서초구 양재동","275-4","0275","0004","트윈타워","월세","24.0700","202602","01","1,000","70","18","1991","마방로10길 15","202602~202702","신규","-","",""
"54591","서울특별시 동대문구 청량리동","235-6","0235","0006","힐스테이트 청량리역","월세","21.2000","202602","01","1,000","110","14","2023","왕산로 239","202602~202701","신규","-","",""
"54592","서울특별시 중랑구 신내동","648","0648","0000","디아뜨갤러리","월세","36.6600","202602","01","1,000","65","3","2003","신내로 225","202602~202702","신규","-","",""
"54593","서울특별시 서대문구 대현동","90-15","0090","0015","아리움Ⅰ","월세","17.3700","202602","01","1,000","90","10","2019","이화여대3길 29","202602~202702","신규","-","",""
"54594","서울특별시 중랑구 상봉동","81-5","0081","0005","한일써너스빌","월세","42.0400","202602","01","1,000","70","14","2003","망우로 346","202602~202702","신규","-","",""
"54595","서울특별시 도봉구 도봉동","62-1","0062","0001","도봉 엠블렘","월세","18.9600","202602","01","8,500","5","9","2018","도봉로180길 38","202602~202802","신규","-","",""
"54596","서울특별시 중랑구 망우동","584","0584","0000","신내역 프라디움 더 테라스","전세","41.5100","202602","01","24,150","0","21","2023","용마산로 670","202602~202802","갱신","사용","23,000","0"
"54597","서울특별시 중랑구 망우동","584","0584","0000","신내역 프라디움 더 테라스","전세","84.9400","202602","01","50,000","0","5","2023","용마산로 670","202604~202804","신규","-","",""
"54598","서울특별시 중랑구 망우동","525-23","0525","0023","(525-23)","월세","33.2300","202602","01","14,396","40","5","2021","겸재로 243","202605~202805","갱신","-","14,396","35"
"54599","서울특별시 서대문구 대현동","37-30","0037","0030","이대프리젠#1","월세","14.5200","202602","01","1,000","90","4","2017","이화여대3길 28","202602~202702","신규","-","",""
"54600","서울특별시 서대문구 대현동","90-47","0090","0047","에스엠더포레스트2차","전세","17.2000","202602","01","20,000","0","7","2023","이화여대1안길 21","202602~202802","신규","-","",""
"54601","서울특별시 은평구 진관동","100","0100","0000","은평헤스티아","월세","23.1900","202602","01","5,000","43","3","2015","통일로 1030","202602~202701","갱신","-","5,000","40"
"54602","서울특별시 동대문구 이문동","288-7","0288","0007","그레이스 힐 타운","월세","14.9300","202602","01","1,000","69","4","2019","이문로 116","202602~202802","신규","-","",""
"54603","서울특별시 은평구 대조동","186-25","0186","0025","연신내역마에스트로","전세","19.4500","202602","01","11,000","0","13","2013","통일로 827","202602~202802","신규","-","",""
"54604","서울특별시 중랑구 면목동","538","0538","0000","중랑 지웰 에스테이트","월세","19.6000","202602","01","9,000","20","3","2013","면목로69길 16","202602~202802","신규","-","",""
"54605","서울특별시 강북구 수유동","45-63","0045","0063","그린타워","월세","58.6300","202602","01","1,500","200","13","2022","노해로3길 17","202602~202702","신규","-","",""
"54606","서울특별시 서대문구 연희동","142-21","0142","0021","연희미다스파크","월세","24.3000","202602","01","15,000","11","4","2019","연희로 233","202603~202706","갱신","-","15,000","8"
"54607","서울특별시 도봉구 창동","135-28","0135","0028","창동 SR스타빌","월세","28.5000","202602","01","500","52","9","2003","노해로63길 84-9","202602~202702","신규","-","",""
"54608","서울특별시 강남구 자곡동","651","0651","0000","강남유탑유블레스","전세","25.5700","202602","01","17,000","0","5","2014","자곡로 180","202602~202802","갱신","사용","16,200","0"
"54609","서울특별시 성동구 용답동","238-12","0238","0012","서희스타힐스리버파크","월세","20.2100","202602","01","12,300","10","9","2016","가람길 287","202603~202803","갱신","사용","12,300","10"
"54610","서울특별시 강남구 역삼동","832-3","0832","0003","강남역 쉐르빌","월세","22.6500","202602","01","1,000","95","16","2014","강남대로 328","202602~202702","갱신","-","1,000","93"
"54611","서울특별시 성동구 성수동2가","289-290","0289","0290","테라289","월세","15.0300","202602","01","1,000","120","5","2021","아차산로5길 26","202602~202702","신규","-","",""
"54612","서울특별시 성동구 용답동","229-11","0229","0011","용답동 큐브스테이트","전세","20.2200","202602","01","19,425","0","5","2020","자동차시장1길 35","202603~202803","신규","-","",""
"54613","서울특별시 동대문구 용두동","100-1","0100","0001","랜드마크타워1","월세","28.9000","202602","01","1,000","73","12","2004","천호대로25길 81","202602~202701","갱신","-","1,000","66"
"54614","서울특별시 동대문구 용두동","100-5","0100","0005","동대문 베네스트","전세","44.5900","202602","01","34,000","0","7","2020","왕산로 92","202602~202802","신규","-","",""
"54615","서울특별시 용산구 원효로2가","25","0025","0000","에르모소 용산","전세","34.0200","202602","01","45,000","0","14","2023","원효로 191","202603~202803","신규","-","",""
"54616","서울특별시 강동구 길동","413-54","0413","0054","도고하임","월세","24.6500","202602","01","500","73","5","2014","진황도로 107","202602~202802","신규","-","",""
"54617","서울특별시 강동구 길동","456","0456","0000","디유니크강동투웨니퍼스트오피스텔","월세","57.3300","202602","01","500","220","6","2024","진황도로 98","202602~202604","신규","-","",""
"54618","서울특별시 송파구 문정동","652-4","0652","0004","힐스테이트에코문정","전세","37.8800","202602","01","41,000","0","15","2018","법원로4길 10","202602~202802","신규","-","",""
"54619","서울특별시 강동구 천호동","414","0414","0000","두산위브센티움","월세","31.3700","202602","01","7,000","45","16","2004","올림픽로70길 61","202604~202804","신규","-","",""
"54620","서울특별시 강동구 천호동","167-147","0167","0147","케이디천호","월세","46.5800","202602","01","3,000","130","8","2015","진황도로29길 33","202603~202803","신규","-","",""
"54621","서울특별시 강서구 가양동","257-1","0257","0001","마곡보타닉투웨니퍼스트","월세","28.3300","202602","01","1,000","130","8","2020","양천로47길 12","202604~202704","신규","-","",""
"54622","서울특별시 마포구 상암동","1734","1734","0000","상암 한화 오벨리스크","월세","39.7600","202602","01","2,000","115","8","2013","구룡길 19","202602~202701","신규","-","",""
"54623","서울특별시 마포구 상암동","1748","1748","0000","상암 오벨리스크 2차","월세","24.2000","202602","01","1,000","75","6","2014","월드컵북로 481","202602~202702","신규","-","",""
"54624","서울특별시 마포구 상암동","1597","1597","0000","사보이시티디엠씨","월세","21.6500","202602","01","1,000","73","15","2016","월드컵북로54길 17","202602~202702","신규","-","",""
"54625","서울특별시 강서구 마곡동","773-3","0773","0003","힐스테이트에코동익","월세","24.5700","202602","01","11,000","40","9","2017","공항대로 195","202603~202803","신규","-","",""
"54626","서울특별시 마포구 노고산동","54-98","0054","0098","정호 오피스텔","월세","15.6000","202602","01","1,000","50","5","2004","신촌로12다길 23","202602~202702","신규","-","",""
"54627","서울특별시 강서구 마곡동","784-3","0784","0003","스카이오피스텔","월세","17.5200","202602","01","500","65","8","2016","강서로 451","202603~202703","신규","-","",""
"54628","서울특별시 강서구 마곡동","793-7","0793","0007","매그넘793","전세","27.4600","202602","01","25,500","0","6","2020","강서로 401","202603~202803","신규","-","",""
"54629","서울특별시 마포구 합정동","382-20","0382","0020","스퀘어리버뷰합정","월세","18.8600","202602","01","1,000","155","14","2021","양화로 13","202602~202701","신규","-","",""
"54630","서울특별시 강서구 마곡동","758","0758","0000","마곡시티오피스텔","월세","22.5100","202602","01","500","73","9","2016","마곡서로 170","202603~202703","갱신","-","500","70"
"54631","서울특별시 마포구 상암동","1596","1596","0000","상암DMC푸르지오시티, S-City","월세","18.8100","202602","01","1,000","80","16","2017","월드컵북로54길 25","202603~202703","신규","-","",""
"54632","서울특별시 양천구 목동","607-1","0607","0001","목동팰리스오피스텔","월세","18.1000","202602","01","1,000","56","6","2010","목동중앙북로1길 36","202602~202802","신규","-","",""
"54633","서울특별시 강서구 화곡동","982-11","0982","0011","글로벌MJ9","월세","18.2100","202602","01","5,000","50","8","2024","화곡로 280-6","202602~202701","신규","-","",""
"54634","서울특별시 강서구 화곡동","1111-4","1111","0004","포유","월세","17.9200","202602","01","1,000","70","12","2018","화곡로 342","202602~202702","신규","-","",""
"54635","서울특별시 강서구 화곡동","1161","1161","0000","강서 동도센트리움","월세","18.9700","202602","01","500","55","10","2012","공항대로46길 28","202602~202702","신규","-","",""
"54636","서울특별시 마포구 성산동","232-1","0232","0001","엔트라움마포","전세","34.7000","202602","01","39,500","0","8","2023","동교로19길 102","202604~202804","신규","-","",""
