사업장명,소재지도로명주소,소재지지번주소,위도,경도,폐기물분류명,폐기물세부종류명,처리방법내용,전화번호,배출량,신고기준연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
디엘건설 주식회사,경기도 부천시 오정구 송내대로518번길 48_ 54(삼정동 13-15_ 16) 일원,경기도 부천시 오정구 삼정동 13-15_ 16 일원,37.52898824,126.7632397,건설폐기물,,,,100,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘건설 주식회사,경기도 부천시 오정구 송내대로518번길 48_ 54(삼정동 13-15_ 16) 일원,경기도 부천시 오정구 삼정동 13-15_ 16 일원,37.52898824,126.7632397,건설폐기물,,,,350,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘건설 주식회사,경기도 부천시 오정구 송내대로518번길 48_ 54(삼정동 13-15_ 16) 일원,경기도 부천시 오정구 삼정동 13-15_ 16 일원,37.52898824,126.7632397,건설폐기물,,,,4100,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 오정동 61-2 일원,37.53270324,126.7896058,건설폐기물,,,,32457,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 오정동 61-2 일원,37.53270324,126.7896058,건설폐기물,,,,140,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 오정동 61-2 일원,37.53270324,126.7896058,건설폐기물,,,,1042,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 오정동 61-2 일원,37.53270324,126.7896058,건설폐기물,,,,1592,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 오정동 61-2 일원,37.53270324,126.7896058,건설폐기물,,,,25968,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국토지주택공사 인천지역본부,,경기도 부천시 오정구 오정동 61-2 일원,37.53270324,126.7896058,건설폐기물,,,,75693,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,경기도 부천시 오정구 삼작로 21,경기도 부천시 오정구 삼정동 363-3,37.52161881,126.7646542,건설폐기물,,,,20,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,경기도 부천시 오정구 삼작로 21,경기도 부천시 오정구 삼정동 363-3,37.52161881,126.7646542,건설폐기물,,,,700,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,경기도 부천시 오정구 삼작로 21,경기도 부천시 오정구 삼정동 363-3,37.52161881,126.7646542,건설폐기물,,,,2500,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,경기도 부천시 오정구 삼작로 21,경기도 부천시 오정구 삼정동 363-3,37.52161881,126.7646542,건설폐기물,,,,500,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,경기도 부천시 오정구 삼작로 21,경기도 부천시 오정구 삼정동 363-3,37.52161881,126.7646542,건설폐기물,,,,10000,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,경기도 부천시 오정구 삼작로 21,경기도 부천시 오정구 삼정동 363-3,37.52161881,126.7646542,건설폐기물,,,,100,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,경기도 부천시 오정구 삼작로 21,경기도 부천시 오정구 삼정동 363-3,37.52161881,126.7646542,건설폐기물,,,,1000,2023,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국수자원공사,,경기도 부천시 오정구 고강동 324-4 외 5개소,37.52706253,126.8248197,건설폐기물,,,,1475.9,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국수자원공사,,경기도 부천시 오정구 고강동 324-4,37.52706253,126.8248197,건설폐기물,,,,1546.747,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
한국수자원공사,,경기도 부천시 오정구 고강동 324-4,37.52706253,126.8248197,건설폐기물,,,,1109.408,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
서서울고속도로(주),,경기도 부천시 오정구 고강동 225-10(고강로161)_ 225-3(가로공원)_ 작동114-7(여월로),37.53356309,126.822036,건설폐기물,,,,660,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
서서울고속도로(주),,경기도 부천시 오정구 고강동 225-10(고강로161)_ 225-3(가로공원)_ 작동114-7(여월로),37.53356309,126.822036,건설폐기물,,,,150,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
서서울고속도로(주),,경기도 부천시 오정구 고강동 225-10(고강로161)_ 225-3(가로공원)_ 작동114-7(여월로),37.53356309,126.822036,건설폐기물,,,,1738,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건주식회사,경기도 부천시 오정구 원종로80번길 43 상의 영동주택 외 21필지,,37.522305,126.808910,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건주식회사,경기도 부천시 오정구 원종로80번길 43 상의 영동주택 외 21필지,,37.522305,126.808910,건설폐기물,,,,1000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건주식회사,경기도 부천시 오정구 원종로80번길 43 상의 영동주택 외 21필지,,37.522305,126.808910,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건주식회사,경기도 부천시 오정구 원종로80번길 43 상의 영동주택 외 21필지,,37.522305,126.808910,건설폐기물,,,,200,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 고강동 334-7번지 외 10필지,37.525686,126.813970,건설폐기물,,,,200,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 고강동 334-7번지 외 10필지,37.525686,126.813970,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 고강동 334-7번지 외 10필지,37.525686,126.813970,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 고강동 334-7번지 외 10필지,37.525686,126.813970,건설폐기물,,,,1000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨 주식회사,,경기도 부천시 오정구 여월동 8-9번지외 4필지,37.523784,126.814724,건설폐기물,,,,1000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨 주식회사,,경기도 부천시 오정구 여월동 8-9번지외 4필지,37.523784,126.814724,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨 주식회사,,경기도 부천시 오정구 여월동 8-9번지외 4필지,37.523784,126.814724,건설폐기물,,,,200,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨 주식회사,,경기도 부천시 오정구 여월동 8-9번지외 4필지,37.523784,126.814724,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨 주식회사,,경기도 부천시 오정구 고강동 338-16번지일원,37.523784,126.814724,건설폐기물,,,,1000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨 주식회사,,경기도 부천시 오정구 고강동 338-16번지일원,37.523784,126.814724,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨 주식회사,,경기도 부천시 오정구 고강동 338-16번지일원,37.523784,126.814724,건설폐기물,,,,200,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨 주식회사,,경기도 부천시 오정구 고강동 338-16번지일원,37.523784,126.814724,건설폐기물,,,,300,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨에이이앤씨 주식회사,,경기도 부천시 오정구 고강동 338-16번지일원,37.523784,126.814724,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
주식회사 삼화토건,,경기도 부천시 오정구 원종동 136-4번지 외 11필지,37.523726,126.806186,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
주식회사 삼화토건,,경기도 부천시 오정구 원종동 136-4번지 외 11필지,37.523726,126.806186,건설폐기물,,,,200,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신원종합개발(주),,경기도 부천시 오정구 고강동 307번지,37.525701,126.812590,건설폐기물,,,,750,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신원종합개발(주),,경기도 부천시 오정구 고강동 307번지,37.525701,126.812590,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신원종합개발(주),,경기도 부천시 오정구 고강동 307번지,37.525701,126.812590,건설폐기물,,,,1000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건(주),,경기도 부천시 오정구 고강동 310-9외 6필지,37.531098,126.783454,건설폐기물,,,,800,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건(주),,경기도 부천시 오정구 고강동 310-9외 6필지,37.531098,126.783454,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건(주),,경기도 부천시 오정구 고강동 310-9외 6필지,37.531098,126.783454,건설폐기물,,,,200,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건(주),,경기도 부천시 오정구 고강동 310-9외 6필지,37.531098,126.783454,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건(주),,경기도 부천시 오정구 고강동 310-9외 6필지,37.531098,126.783454,건설폐기물,,,,1000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건(주),,경기도 부천시 오정구 고강동 310-9외 6필지,37.531098,126.783454,건설폐기물,,,,50,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건(주),,경기도 부천시 오정구 고강동 310-9외 6필지,37.531098,126.783454,건설폐기물,,,,300,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
부천시청,,경기도 부천시 오정구 작동 산60-8 까치울정수장,37.50748118,126.8196624,건설폐기물,,,,466,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
부천시청,,경기도 부천시 오정구 작동 산60-8 까치울정수장,37.50748118,126.8196624,건설폐기물,,,,1651,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨제이대한통운(주),,경기도 부천시 오정구 삼정동 15-6외 2필지,37.5282081,126.7644734,건설폐기물,,,,3500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨제이대한통운(주),,경기도 부천시 오정구 삼정동 15-6외 2필지,37.5282081,126.7644734,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨제이대한통운(주),,경기도 부천시 오정구 삼정동 15-6외 2필지,37.5282081,126.7644734,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
씨제이대한통운(주),,경기도 부천시 오정구 삼정동 15-6외 2필지,37.5282081,126.7644734,건설폐기물,,,,2500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건(주),,경기도 부천시 오정구 오정동 140-5외 19필지,37.52357212,126.7967429,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건(주),,경기도 부천시 오정구 오정동 140-5외 19필지,37.52357212,126.7967429,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건(주),,경기도 부천시 오정구 오정동 140-5외 19필지,37.52357212,126.7967429,건설폐기물,,,,1000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건(주),,경기도 부천시 오정구 오정동 140-5외 19필지,37.52357212,126.7967429,건설폐기물,,,,2000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건(주),,경기도 부천시 오정구 오정동 140-5외 19필지,37.52357212,126.7967429,건설폐기물,,,,300,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신성토건(주),,경기도 부천시 오정구 오정동 140-5외 19필지,37.52357212,126.7967429,건설폐기물,,,,200,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
일성건설(주),경기도 부천시 오정구 소사로 838-15 (원종동_ 욱일아파트),경기도 부천시 오정구 원종동 69-18,37.53088949,126.8062759,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
일성건설(주),경기도 부천시 오정구 소사로 838-15 (원종동_ 욱일아파트),경기도 부천시 오정구 원종동 69-18,37.53088949,126.8062759,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
일성건설(주),경기도 부천시 오정구 소사로 838-15 (원종동_ 욱일아파트),경기도 부천시 오정구 원종동 69-18,37.53088949,126.8062759,건설폐기물,,,,200,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
일성건설(주),경기도 부천시 오정구 소사로 838-15 (원종동_ 욱일아파트),경기도 부천시 오정구 원종동 69-18,37.53088949,126.8062759,건설폐기물,,,,1000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신원종합개발(주),,경기도 부천시 오정구 고강동 307,37.52545394,126.8122477,건설폐기물,,,,1500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신원종합개발(주),,경기도 부천시 오정구 고강동 307,37.52545394,126.8122477,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
신원종합개발(주),,경기도 부천시 오정구 고강동 307,37.52545394,126.8122477,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
부천도시공사,,경기도 부천시 오정구 대장동 685-3 일원,37.53932075,126.7635325,건설폐기물,,,,1058,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
부천도시공사,,경기도 부천시 오정구 대장동 685-3 일원,37.53932075,126.7635325,건설폐기물,,,,7809,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
부천도시공사,,경기도 부천시 오정구 대장동 685-3 일원,37.53932075,126.7635325,건설폐기물,,,,1088,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
부천도시공사,,경기도 부천시 오정구 대장동 685-3 일원,37.53932075,126.7635325,건설폐기물,,,,50,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
부천도시공사,,경기도 부천시 오정구 대장동 685-3 일원,37.53932075,126.7635325,건설폐기물,,,,2522,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)한국종합기술,경기도 부천시 오정구 삼작로 15 (삼정동),경기도 부천시 오정구 삼정동 363-2,37.52107171,126.7621747,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 오정동 570-5 번지 외 1필지,37.52580132,126.786447,건설폐기물,,,,200,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 오정동 570-5 번지 외 1필지,37.52580132,126.786447,건설폐기물,,,,300,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 오정동 570-5 번지 외 1필지,37.52580132,126.786447,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 오정동 570-5 번지 외 1필지,37.52580132,126.786447,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
티오피종합건설(주),,경기도 부천시 오정구 오정동 570-5 번지 외 1필지,37.52580132,126.786447,건설폐기물,,,,1500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
에스지씨이앤씨 주식회사,경기도 부천시 오정구 길주로 691 (작동),경기도 부천시 오정구 작동 산 60-8,37.50748118,126.8196624,건설폐기물,,,,50,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
에스지씨이앤씨 주식회사,경기도 부천시 오정구 길주로 691 (작동),경기도 부천시 오정구 작동 산 60-8,37.50748118,126.8196624,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)한국종합기술,경기도 부천시 오정구 삼작로 21_ GS파워 내 (삼정동),경기도 부천시 오정구 삼정동 363-3 GS파워 내,37.52161881,126.7646542,건설폐기물,,,,1500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)한국종합기술,경기도 부천시 오정구 삼작로 21_ GS파워 내 (삼정동),경기도 부천시 오정구 삼정동 363-3 GS파워 내,37.52161881,126.7646542,건설폐기물,,,,2000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)한국종합기술,경기도 부천시 오정구 삼작로 21_ GS파워 내 (삼정동),경기도 부천시 오정구 삼정동 363-3 GS파워 내,37.52161881,126.7646542,건설폐기물,,,,575,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)한국종합기술,경기도 부천시 오정구 삼작로 21_ GS파워 내 (삼정동),경기도 부천시 오정구 삼정동 363-3 GS파워 내,37.52161881,126.7646542,건설폐기물,,,,10,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)한국종합기술,경기도 부천시 오정구 삼작로 21_ GS파워 내 (삼정동),경기도 부천시 오정구 삼정동 363-3 GS파워 내,37.52161881,126.7646542,건설폐기물,,,,1000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
주식회사 삼화토건,,경기도 부천시 오정구 원종동 335 외 8필지,37.53066354,126.8085014,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
주식회사 삼화토건,,경기도 부천시 오정구 원종동 335 외 8필지,37.53066354,126.8085014,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
부천도시공사,,경기도 부천시 오정구 대장동 685-3,37.53932075,126.7635325,건설폐기물,,,,400,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
네오시티(주),,경기도 부천시 오정구 오정동 712-1 일원,37.52337634,126.7946823,건설폐기물,,,,3146,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
네오시티(주),,경기도 부천시 오정구 오정동 712-1 일원,37.52337634,126.7946823,건설폐기물,,,,23178,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
네오시티(주),,경기도 부천시 오정구 오정동 712-1 일원,37.52337634,126.7946823,건설폐기물,,,,3805,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
네오시티(주),,경기도 부천시 오정구 오정동 712-1 일원,37.52337634,126.7946823,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
네오시티(주),,경기도 부천시 오정구 오정동 712-1 일원,37.52337634,126.7946823,건설폐기물,,,,7390,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
네오시티(주),,경기도 부천시 오정구 오정동 712-1 일원,37.52337634,126.7946823,건설폐기물,,,,13000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
네오시티(주),,경기도 부천시 오정구 오정동 712-1 일원,37.52337634,126.7946823,건설폐기물,,,,12803,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
네오시티(주),,경기도 부천시 오정구 오정동 712-1 일원,37.52337634,126.7946823,건설폐기물,,,,7663,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
네오시티(주),,경기도 부천시 오정구 오정동 712-1 일원,37.52337634,126.7946823,건설폐기물,,,,7664,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
네오시티(주),,경기도 부천시 오정구 오정동 712-1 일원,37.52337634,126.7946823,건설폐기물,,,,600,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
네오시티(주),,경기도 부천시 오정구 오정동 712-1 일원,37.52337634,126.7946823,건설폐기물,,,,70857,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
네오시티(주),,경기도 부천시 오정구 오정동 712-1 일원,37.52337634,126.7946823,건설폐기물,,,,1902,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
네오시티(주),,경기도 부천시 오정구 오정동 712-1 일원,37.52337634,126.7946823,건설폐기물,,,,1903,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
계룡건설산업(주),경기도 부천시 오정구 원종로85번길 81 (원종동_ 공항연립),경기도 부천시 오정구 원종동 298-1,37.52767213,126.8092222,건설폐기물,,,,5000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
계룡건설산업(주),경기도 부천시 오정구 원종로85번길 81 (원종동_ 공항연립),경기도 부천시 오정구 원종동 298-1,37.52767213,126.8092222,건설폐기물,,,,158,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
계룡건설산업(주),경기도 부천시 오정구 원종로85번길 81 (원종동_ 공항연립),경기도 부천시 오정구 원종동 298-1,37.52767213,126.8092222,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
계룡건설산업(주),경기도 부천시 오정구 원종로85번길 81 (원종동_ 공항연립),경기도 부천시 오정구 원종동 298-1,37.52767213,126.8092222,건설폐기물,,,,466,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
계룡건설산업(주),경기도 부천시 오정구 원종로85번길 81 (원종동_ 공항연립),경기도 부천시 오정구 원종동 298-1,37.52767213,126.8092222,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
계룡건설산업(주),경기도 부천시 오정구 원종로85번길 81 (원종동_ 공항연립),경기도 부천시 오정구 원종동 298-1,37.52767213,126.8092222,건설폐기물,,,,1000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
계룡건설산업(주),경기도 부천시 오정구 원종로85번길 81 (원종동_ 공항연립),경기도 부천시 오정구 원종동 298-1,37.52767213,126.8092222,건설폐기물,,,,155.81,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
계룡건설산업(주),경기도 부천시 오정구 원종로85번길 81 (원종동_ 공항연립),경기도 부천시 오정구 원종동 298-1,37.52767213,126.8092222,건설폐기물,,,,2000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
계룡건설산업(주),경기도 부천시 오정구 원종로85번길 81 (원종동_ 공항연립),경기도 부천시 오정구 원종동 298-1,37.52767213,126.8092222,건설폐기물,,,,13850.19,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,,경기도 부천시 오정구 오정동 42-3 일대 및 44-1 일대,37.53591408,126.7919665,건설폐기물,,,,20000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,,경기도 부천시 오정구 오정동 42-3 일대 및 44-1 일대,37.53591408,126.7919665,건설폐기물,,,,1000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,,경기도 부천시 오정구 오정동 42-3 일대 및 44-1 일대,37.53591408,126.7919665,건설폐기물,,,,1500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,,경기도 부천시 오정구 오정동 42-3 일대 및 44-1 일대,37.53591408,126.7919665,건설폐기물,,,,3000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,,경기도 부천시 오정구 오정동 42-3 일대 및 44-1 일대,37.53591408,126.7919665,건설폐기물,,,,100,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,,경기도 부천시 오정구 오정동 42-3 일대 및 44-1 일대,37.53591408,126.7919665,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,,경기도 부천시 오정구 오정동 42-3 일대 및 44-1 일대,37.53591408,126.7919665,건설폐기물,,,,520,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
디엘이앤씨 주식회사,,경기도 부천시 오정구 오정동 42-3 일대 및 44-1 일대,37.53591408,126.7919665,건설폐기물,,,,6000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)에이치제이중공업 건설부문,,경기도 부천시 오정구 오정동 613 일원,37.52362358,126.7875354,건설폐기물,,,,500,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)에이치제이중공업 건설부문,,경기도 부천시 오정구 오정동 613 일원,37.52362358,126.7875354,건설폐기물,,,,150,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)에이치제이중공업 건설부문,,경기도 부천시 오정구 오정동 613 일원,37.52362358,126.7875354,건설폐기물,,,,50,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)에이치제이중공업 건설부문,,경기도 부천시 오정구 오정동 613 일원,37.52362358,126.7875354,건설폐기물,,,,2000,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
(주)에이치제이중공업 건설부문,,경기도 부천시 오정구 오정동 613 일원,37.52362358,126.7875354,건설폐기물,,,,20,2024,경기도 부천시 오정구청,032-625-7492,2026-02-25,3860000,경기도 부천시
